ref_value,status
https://ratings.fide.com/id.phtml?event=13902911,unreachable
https://ratings.fide.com/id.phtml?event=14101610,unreachable
https://ratings.fide.com/id.phtml?event=14111330,unreachable
https://ratings.fide.com/id.phtml?event=14200236,unreachable
https://ratings.fide.com/id.phtml?event=14200295,unreachable
https://ratings.fide.com/id.phtml?event=14200988,unreachable
https://ratings.fide.com/id.phtml?event=14501732,unreachable
https://ratings.fide.com/id.phtml?event=14602296,unreachable
https://ratings.fide.com/id.phtml?event=1501674,unreachable
https://ratings.fide.com/id.phtml?event=1700090,unreachable
https://ratings.fide.com/id.phtml?event=2016230,unreachable
https://ratings.fide.com/id.phtml?event=2400030,unreachable
https://ratings.fide.com/id.phtml?event=24670057,unreachable
https://ratings.fide.com/id.phtml?event=2900300,unreachable
https://ratings.fide.com/id.phtml?event=3200027,unreachable
https://ratings.fide.com/id.phtml?event=3801144,unreachable
https://ratings.fide.com/id.phtml?event=4100719,unreachable
https://ratings.fide.com/id.phtml?event=4101332,unreachable
https://ratings.fide.com/id.phtml?event=4101715,unreachable
https://ratings.fide.com/id.phtml?event=4120876,unreachable
https://ratings.fide.com/id.phtml?event=4157770,unreachable
https://ratings.fide.com/id.phtml?event=4300084,unreachable
https://ratings.fide.com/id.phtml?event=4611284,unreachable
https://ratings.fide.com/id.phtml?event=4611390,unreachable
https://ratings.fide.com/id.phtml?event=4611500,unreachable
https://ratings.fide.com/id.phtml?event=4613112,unreachable
https://ratings.fide.com/id.phtml?event=4620437,unreachable
https://ratings.fide.com/id.phtml?event=4623967,unreachable
https://ratings.fide.com/id.phtml?event=5003474,unreachable
https://ratings.fide.com/id.phtml?event=5004330,unreachable
https://ratings.fide.com/id.phtml?event=5013623,unreachable
https://ratings.fide.com/id.phtml?event=600652,unreachable
https://ratings.fide.com/id.phtml?event=617822,unreachable
https://ratings.fide.com/id.phtml?event=700851,unreachable
https://ratings.fide.com/id.phtml?event=721530,unreachable
https://ratings.fide.com/id.phtml?event=7400179,unreachable
https://ratings.fide.com/id.phtml?event=8600430,unreachable
https://ratings.fide.com/id.phtml?event=8602956,unreachable
https://ratings.fide.com/id.phtml?event=900214,unreachable
https://ratings.fide.com/id.phtml?event=901350,unreachable
https://twitter.com/iHeartRadio/status/689524271589281792?ref_src=twsrc%5Etfw,unreachable
https://twitter.com/mitomitokoto/status/739066468566962176,unreachable
https://twitter.com/realbencarson,unreachable
https://twitter.com/unitetheunion,unreachable
https://www.bindingdb.org/bind/info.jsp,unreachable
https://www.crunchbase.com/person/leo-noe,unreachable
https://www.genealogy.math.ndsu.nodak.edu/id.php?id=4008,unreachable
https://www.genealogy.math.ndsu.nodak.edu/id.php?id=96961,unreachable
https://www.hermitagemuseum.org/wps/portal/hermitage/digital-collection/01.+Paintings/37849,unreachable
https://www.historicengland.org.uk/listing/the-list/list-entry/1015164,unreachable
https://www.historicengland.org.uk/listing/the-list/list-entry/1016258,unreachable
https://www.icheckmovies.com/lists/entflix+top+films/penguinkenny/,unreachable
https://www.jukely.com/s/d2ec99,unreachable
https://www.mozilla.org/en-US/thunderbird/45.1.0/releasenotes/,unreachable
https://www.pafa.org/collection/benjamin-west-0,unreachable
https://www.pafa.org/collection/connoisseur,unreachable
https://www.pafa.org/collection/edwin-forrest,unreachable
https://www.pafa.org/collection/fete-day-1917,unreachable
https://www.pafa.org/collection/girls-head,unreachable
https://www.pafa.org/collection/honfleur,unreachable
https://www.pafa.org/collection/infinity-field-torino-series,unreachable
https://www.pafa.org/collection/john-quincy-adams-0,unreachable
https://www.pafa.org/collection/landscape-buildings-1,unreachable
https://www.pafa.org/collection/leg,unreachable
https://www.pafa.org/collection/milton-avery,unreachable
https://www.pafa.org/collection/news-mainland,unreachable
https://www.pafa.org/collection/portrait-1,unreachable
https://www.pafa.org/collection/some-willas-things,unreachable
https://www.pafa.org/collection/summer-clouds,unreachable
https://www.pafa.org/collection/yellow-cup,unreachable
https://www.rio2016.com/en/athlete/aruna-quadri,unreachable
https://www.rio2016.com/en/athlete/katinka-hosszu,unreachable
https://www.royalcollection.org.uk/collection/search#/12/collection/405326/peasants-dancing-outside-a-country-house,unreachable
https://www.thecalmzone.net/,unreachable
https://yabause.org/2009/05/31/yabause-0910/,unreachable
https://ratings.fide.com/id.phtml?event=2900602,unreachable
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=24559,unreachable
https://ratings.fide.com/id.phtml?event=4128290,unreachable
http://www.ibdb.com/Venue/View/1252,unreachable
https://ratings.fide.com/id.phtml?event=1017292,unreachable
http://www.imdb.com/title/tt0022290/combined,unreachable
http://marvel.com/news/movies/8859/iron_man_2_wraps_on_schedule,unreachable
http://europeana.eu/portal/record//92034/GVNRC_MAU01_0177.html,unreachable
https://www.historicengland.org.uk/listing/the-list/list-entry/1223620,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=6893,unreachable
http://www.sports-reference.com/olympics/athletes/pa/sven-erik-paulsen-1.html,unreachable
https://ratings.fide.com/id.phtml?event=4636945,unreachable
https://www.rio2016.com/en/athlete/sarah-sjostrom,unreachable
http://www.ohchr.org/Documents/HRBodies/CCPR/Elections35th/SergiyKyslytsya.doc,unreachable
http://homepage.usask.ca/~jrp638/CourseNotes/weightsmeasures.html,unreachable
http://www.sctimes.com/article/20101002/NEWS01/110020001/1009/Former-St.-Cloud-mayor-Ed-Henry-dies-at-89,unreachable
http://www.unesco.org/mabdb/br/brdir/directory/biores.asp?code=COS+02&mode=all,unreachable
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=25585,unreachable
https://www.khronos.org/registry/vulkan/specs/1.0/xhtml/vkspec.html,unreachable
http://www.ted.com/talks/noel_bairey_merz_the_single_biggest_health_threat_women_face.html,unreachable
http://www.ted.com/talks/steven_levitt_on_child_carseats.html,unreachable
https://ratings.fide.com/id.phtml?event=4601556,unreachable
http://www.imdb.com/title/tt2986512/releaseinfo,unreachable
https://ratings.fide.com/id.phtml?event=1000268,unreachable
http://www.transsiberianexpress.net/trans-mongolian-express.html,unreachable
http://www.ted.com/talks/vusi_mahlasela_sings_thula_mama.html,unreachable
http://www.imdb.com/title/tt0040763/releaseinfo?ref_=tt_ov_inf,unreachable
https://ratings.fide.com/id.phtml?event=600121,unreachable
http://www.imaginenews.com/Archive/2003/NOV_2003/01_FEATURES/16_WOMEN.html,unreachable
https://ratings.fide.com/id.phtml?event=14500299,unreachable
http://www.historyofparliamentonline.org/volume/1754-1790/member/wiggens-thomas-1785,unreachable
http://www.culturalheritage.gov.mt/filebank/inventory/Chapels%20and%20Niches/01307.pdf,unreachable
http://www.historyofparliamentonline.org/volume/1558-1603/member/herbert-william-i-1539-1609,unreachable
https://ratings.fide.com/id.phtml?event=603252,unreachable
https://twitter.com/o2ebrands,unreachable
http://www.ted.com/talks/john_hodgman_s_brief_digression.html,unreachable
http://www.redorbit.com/news/technology/1539405/mtv_networks_international_launches_first_ever_music_and_kids_international/,unreachable
http://www.ted.com/talks/hanna_rosin_new_data_on_the_rise_of_women.html,unreachable
http://www.yesasia.com/us/kungfu-cyborg-metallic-attraction-original-soundtrack-china-version/1021319052-0-0-0-en/info.html,unreachable
http://www.enciclopedia-aragonesa.com/voz.asp?voz_id=1960,unreachable
https://ratings.fide.com/id.phtml?event=1106880,unreachable
http://www.enciclopedia-aragonesa.com/voz.asp?voz_id=3642,unreachable
http://www.ted.com/talks/susan_lim.html,unreachable
https://ratings.fide.com/id.phtml?event=14901536,unreachable
http://www.livius.org/w/weights/weights3.html,unreachable
https://www.rio2016.com/en/athlete/isabelle-forrer,unreachable
https://ratings.fide.com/id.phtml?event=403512,unreachable
https://ratings.fide.com/id.phtml?event=2000083,unreachable
http://www.ted.com/talks/blaise_aguera_y_arcas_demos_photosynth.html,unreachable
http://www.ted.com/talks/melati_and_isabel_wijsen_our_campaign_to_ban_plastic_bags_in_bali.html,unreachable
http://www.imdb.com/title/tt0053120/fullcredits?ref_=tt_cl_sm#cast,unreachable
http://www.culturalheritage.gov.mt/filebank/inventory/00009.pdf,unreachable
https://ratings.fide.com/id.phtml?event=12800457,unreachable
http://www.mfa.org/collections/object/a-passing-storm-33169,unreachable
http://www.sports-reference.com/olympics/athletes/fi/sylvia-filipsson-1.html,unreachable
http://www.historyofparliamentonline.org/volume/1790-1820/member/fellowes-hon-newton-1772-1854,unreachable
