rev_id,item_id,item_label,stat_property,property_label,stat_value,value_label,ref_value,ref_domain
350487841.0,Q18882440,erbium-144,P1122,spin quantum number,+0.0,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=76&z=68,nndc.bnl.gov
350500494.0,Q18851292,hassium-276,P1122,spin quantum number,+0.0,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=168&z=108,nndc.bnl.gov
350474353.0,Q2251024,ruthenium-96,P1122,spin quantum number,+0.0,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=52&z=44,nndc.bnl.gov
350499778.0,Q18845937,fermium-247,P1122,spin quantum number,+3.5,+3.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=147&z=100,nndc.bnl.gov
350494195.0,Q18883334,thallium-205,P1122,spin quantum number,+0.5,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=124&z=81,nndc.bnl.gov
350492867.0,Q18883122,gold-175m,P1122,spin quantum number,+5.5,+5.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=96&z=79,nndc.bnl.gov
350492871.0,Q18883122,gold-175m,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=96&z=79,nndc.bnl.gov
350461989.0,Q18844554,phosphorus-38,P1122,spin quantum number,+0.0,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=23&z=15,nndc.bnl.gov
350480835.0,Q18881625,xenon-127m,P1122,spin quantum number,+4.5,+4.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=54,nndc.bnl.gov
350465581.0,Q18845077,manganese-62,P1122,spin quantum number,+3.0,+3.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=37&z=25,nndc.bnl.gov
350469586.0,Q2984382,selenium-79,P1122,spin quantum number,+3.5,+3.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=45&z=34,nndc.bnl.gov
350485063.0,Q18882023,samarium-132,P1122,spin quantum number,+0.0,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=62,nndc.bnl.gov
350466851.0,Q2468639,nickel-61,P1122,spin quantum number,+1.5,+1.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=33&z=28,nndc.bnl.gov
350476207.0,Q5518299,silver-109,P1122,spin quantum number,+0.5,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=62&z=47,nndc.bnl.gov
350491988.0,Q18883016,iridium-181,P1122,spin quantum number,+2.5,+2.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=104&z=77,nndc.bnl.gov
350469739.0,Q18845153,selenium-86,P1122,spin quantum number,+0.0,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=52&z=34,nndc.bnl.gov
350470326.0,Q18845037,krypton-75,P1122,spin quantum number,+2.5,+2.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=39&z=36,nndc.bnl.gov
350480192.0,Q2321962,iodine-109,P1122,spin quantum number,+0.5,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=56&z=53,nndc.bnl.gov
350468692.0,Q18844986,germanium-77,P1122,spin quantum number,+3.5,+3.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=45&z=32,nndc.bnl.gov
350495757.0,Q18888299,polonium-199m,P1122,spin quantum number,+6.5,+6.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=84,nndc.bnl.gov
350466295.0,Q18844855,cobalt-58,P1122,spin quantum number,+2.0,+2.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=31&z=27,nndc.bnl.gov
350486240.0,Q2145225,gadolinium-164,P1122,spin quantum number,+0.0,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=100&z=64,nndc.bnl.gov
350498727.0,Q18845567,neptunium-244,P1122,spin quantum number,+7.0,+7.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=151&z=93,nndc.bnl.gov
350481526.0,Q13460607,caesium-129,P1122,spin quantum number,+0.5,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=74&z=55,nndc.bnl.gov
350473151.0,Q18845379,niobium-111,P1122,spin quantum number,+2.5,+2.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=41,nndc.bnl.gov
350479907.0,Q2480123,tellurium-125,P1122,spin quantum number,+0.5,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=52,nndc.bnl.gov
350475227.0,Q18881090,rhodium-110m,P1122,spin quantum number,+1.0,+1.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=65&z=45,nndc.bnl.gov
350485952.0,Q18882125,gadolinium-140,P1122,spin quantum number,+0.0,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=76&z=64,nndc.bnl.gov
350490553.0,Q18882848,tungsten-177,P1122,spin quantum number,+0.5,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=103&z=74,nndc.bnl.gov
350478001.0,Q18881393,indium-129m1,P1122,spin quantum number,+0.5,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=80&z=49,nndc.bnl.gov
350490969.0,Q18882904,rhenium-173,P1122,spin quantum number,+2.5,+2.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=98&z=75,nndc.bnl.gov
350487549.0,Q18882417,holmium-159,P1122,spin quantum number,+3.5,+3.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=92&z=67,nndc.bnl.gov
350488017.0,Q18882464,erbium-157m,P1122,spin quantum number,+4.5,+4.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=89&z=68,nndc.bnl.gov
350495443.0,Q18888199,bismuth-211,P1122,spin quantum number,+4.5,+4.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=128&z=83,nndc.bnl.gov
350492179.0,Q18883044,iridium-192m2,P1122,spin quantum number,+11.0,+11.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=77,nndc.bnl.gov
350485421.0,Q2288129,samarium-152,P1122,spin quantum number,+0.0,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=90&z=62,nndc.bnl.gov
350482991.0,Q18881812,cerium-126,P1122,spin quantum number,+0.0,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=68&z=58,nndc.bnl.gov
350496510.0,Q18888523,radon-201,P1122,spin quantum number,+1.5,+1.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=86,nndc.bnl.gov
350485553.0,Q18882059,europium-130,P1122,spin quantum number,+1.0,+1.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=67&z=63,nndc.bnl.gov
350499173.0,Q18888960,curium-244m,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=148&z=96,nndc.bnl.gov
350473075.0,Q18845368,niobium-102,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=61&z=41,nndc.bnl.gov
350493098.0,Q18883164,gold-194,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=79,nndc.bnl.gov
350482000.0,Q18881709,barium-126,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=56,nndc.bnl.gov
350493422.0,Q18883206,mercury-184,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=104&z=80,nndc.bnl.gov
350496907.0,Q18888637,francium-206,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=119&z=87,nndc.bnl.gov
350497215.0,Q18888710,radium-203,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=88,nndc.bnl.gov
350459619.0,Q2659502,boron-11,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=6&z=5,nndc.bnl.gov
350464680.0,Q4504994,vanadium-50,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=27&z=23,nndc.bnl.gov
350467217.0,Q18844898,copper-58,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=29&z=29,nndc.bnl.gov
350486339.0,Q18882224,terbium-144,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=79&z=65,nndc.bnl.gov
350494145.0,Q18883323,thallium-201,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=120&z=81,nndc.bnl.gov
350485830.0,Q3521029,europium-154,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=91&z=63,nndc.bnl.gov
350481708.0,Q18881675,caesium-136m,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=81&z=55,nndc.bnl.gov
350499422.0,Q18845741,californium-243,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=145&z=98,nndc.bnl.gov
350494973.0,Q18888103,bismuth-191m,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=108&z=83,nndc.bnl.gov
350482255.0,Q2409784,barium-138,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=82&z=56,nndc.bnl.gov
350497054.0,Q18888678,francium-217,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=130&z=87,nndc.bnl.gov
350488809.0,Q18882553,ytterbium-160,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=90&z=70,nndc.bnl.gov
350496201.0,Q18888449,astatine-200,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=85,nndc.bnl.gov
350464887.0,Q18844872,chromium-43,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=19&z=24,nndc.bnl.gov
350466578.0,Q18880143,cobalt-68m,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=41&z=27,nndc.bnl.gov
350467877.0,Q18880237,zinc-73m2,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=43&z=30,nndc.bnl.gov
350490516.0,Q18882838,tungsten-173,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=99&z=74,nndc.bnl.gov
350488293.0,Q18882482,thulium-148,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=79&z=69,nndc.bnl.gov
350496311.0,Q18888471,astatine-208,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=123&z=85,nndc.bnl.gov
350470471.0,Q1921298,krypton-83,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=47&z=36,nndc.bnl.gov
350487172.0,Q18882369,dysprosium-172,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=106&z=66,nndc.bnl.gov
350492025.0,Q18883019,iridium-184,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=107&z=77,nndc.bnl.gov
350478048.0,Q18881401,indium-131,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=82&z=49,nndc.bnl.gov
350487407.0,Q18882396,holmium-152m1,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=85&z=67,nndc.bnl.gov
350490232.0,Q18882788,tantalum-179,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=106&z=73,nndc.bnl.gov
350470162.0,Q18844814,bromine-86,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=51&z=35,nndc.bnl.gov
350474673.0,Q18881032,ruthenium-114,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=44,nndc.bnl.gov
350499499.0,Q18845806,californium-250,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=152&z=98,nndc.bnl.gov
350474755.0,Q18881046,rhodium-92,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=47&z=45,nndc.bnl.gov
350489965.0,Q18882744,tantalum-156,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=83&z=73,nndc.bnl.gov
350476740.0,Q2126689,cadmium-104,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=56&z=48,nndc.bnl.gov
350487153.0,Q18882365,dysprosium-168,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=102&z=66,nndc.bnl.gov
350465376.0,Q18845064,manganese-49,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=24&z=25,nndc.bnl.gov
350490671.0,Q18882870,tungsten-185m,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=111&z=74,nndc.bnl.gov
350475482.0,Q18881131,palladium-100,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=54&z=46,nndc.bnl.gov
350471216.0,Q18845259,strontium-75,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=37&z=38,nndc.bnl.gov
350485852.0,Q3276623,europium-155,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=92&z=63,nndc.bnl.gov
350477136.0,Q18881298,cadmium-128,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=80&z=48,nndc.bnl.gov
350496471.0,Q18888510,radon-198,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=112&z=86,nndc.bnl.gov
350500219.0,Q18846895,rutherfordium-255,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=151&z=104,nndc.bnl.gov
350477872.0,Q18881369,indium-122,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=49,nndc.bnl.gov
350488693.0,Q18882535,ytterbium-149,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=79&z=70,nndc.bnl.gov
350497814.0,Q18888892,actinium-231,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=142&z=89,nndc.bnl.gov
350492564.0,Q18883083,platinum-184m,P1123,parity quantum number,-1,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=106&z=78,nndc.bnl.gov
350497595.0,Q18888829,actinium-208,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=119&z=89,nndc.bnl.gov
350496627.0,Q18888562,radon-210,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=124&z=86,nndc.bnl.gov
350498387.0,Q18845535,uranium-226,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=134&z=92,nndc.bnl.gov
350491921.0,Q18883005,iridium-172m,P1123,parity quantum number,+1,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=95&z=77,nndc.bnl.gov
366672862.0,Q3777306,GMV Innovating Solutions,P1128,employees,+1249,+1249,http://www.gmv.com/en/Company/Publications/AnnualReport/2015/FLASH/annual_report_2015.pdf,gmv.com
314378853.0,Q22920552,2016 Volta a Catalunya,P1132,number of participants,+191,+191,http://www.procyclingstats.com/race.php?id=163647,procyclingstats.com
284871540.0,Q11695673,Portrait of a Girl Dressed in Blue,P1184,Handle ID,10934/RM0001.COLLECT.6433,10934/RM0001.COLLECT.6433,http://europeana.eu/portal/record//90402/SK_A_3064.html,europeana.eu
149090820.0,Q740212,Jeremiah Lamenting the Destruction of Jerusalem,P276,location,Q190804,Rijksmuseum,http://europeana.eu/portal/record//90402/SK_A_3276.html,europeana.eu
149090820.0,Q740212,Jeremiah Lamenting the Destruction of Jerusalem,P276,location,Q190804,Rijksmuseum,http://europeana.eu/portal/record//90402/SK_A_3276.html,europeana.eu
360022423.0,Q191023,Dylan Thomas,P119,place of burial,Q17742138,"St Martin's Church, Laugharne",http://www.poetsgraves.co.uk/thomas_d.htm,poetsgraves.co.uk
325532894.0,Q15756402,International Review of Economics Education,P123,publisher,Q746413,Elsevier,http://www.journals.elsevier.com/international-review-of-economics-education/,journals.elsevier.com
307270453.0,Q1974872,Neil Simon Theatre,P127,owned by,Q12063654,Nederlander Organization,http://www.ibdb.com/Venue/View/1035,ibdb.com
307284403.0,Q4742962,Todd Haimes Theatre,P127,owned by,Q3621521,Archibald Selwyn,http://www.ibdb.com/Venue/View/1349,ibdb.com
357337306.0,Q25873993,Day & Haghe,P131,located in the administrative territorial entity,Q84,London,http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=94034,britishmuseum.org
357337068.0,Q25873993,Day & Haghe,P571,inception,+1831-00-00T00:00:00Z,+1831-00-00T00:00:00Z,http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=94034,britishmuseum.org
371682730.0,Q17663042,Blackdown Rings,P131,located in the administrative territorial entity,Q23156,Devon,https://www.historicengland.org.uk/listing/the-list/list-entry/1016258,historicengland.org.uk
382477477.0,Q27050403,William Wood,P1317,floruit,+1850-00-00T00:00:00Z,+1850-00-00T00:00:00Z,http://specialcollections.le.ac.uk/cdm/compoundobject/collection/p16445coll4/id/218287/rec/5,specialcollections.le.ac.uk
361388757.0,Q440891,OLAT,P1324,source code repository URL,http://hg.olat.org/repos,http://hg.olat.org/repos,http://olat.org/product/sources,olat.org
314410780.0,Q5027741,Campaign Against Living Miserably,P1329,phone number,0800 58 58 58,0800 58 58 58,https://www.thecalmzone.net/,thecalmzone.net
311427948.0,Q441622,Erjon Tola,P1344,participant in,Q1005801,alpine skiing at the 2006 Winter Olympics – men's giant slalom,http://library.la84.org/6oic/OfficialReports/2006/Results/AlpineSkiing.pdf#page=3,library.la84.org
382433381.0,Q482639,Oh Sang-eun,P1352,ranking,+71,+71,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=106884&Siniors=1,ittf.com
143495994.0,Q461737,Amelie Solja,P1352,ranking,+58,+58,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=108843&Siniors=1,ittf.com
215100838.0,Q461737,Amelie Solja,P1352,ranking,+70,+70,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=108843&Siniors=1,ittf.com
228361768.0,Q12320301,Jonathan Groth,P1352,ranking,+109,+109,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=112409&Siniors=1,ittf.com
203687445.0,Q12320301,Jonathan Groth,P1352,ranking,+128,+128,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=112409&Siniors=1,ittf.com
187578267.0,Q482630,Joo Sae-hyuk,P1352,ranking,+17,+17,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=104212&Siniors=1,ittf.com
270428960.0,Q13360630,Zhu Yuling,P1352,ranking,+2,+2,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=117332&Siniors=1,ittf.com
302725928.0,Q377108,Adrien Mattenet,P1352,ranking,+46,+46,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105937&Siniors=1,ittf.com
180508460.0,Q3120927,Panagiotis Gionis,P1352,ranking,+21,+21,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=103107&Siniors=1,ittf.com
320636345.0,Q78674,Chen Weixing,P1352,ranking,+44,+44,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101674&Siniors=1,ittf.com
302725424.0,Q78674,Chen Weixing,P1352,ranking,+47,+47,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101674&Siniors=1,ittf.com
338018036.0,Q8277,multiple sclerosis,P2293,genetic association,Q18041269,AHI1,http://www.genome.gov/gwastudies/index.cfm?gene=AHI1,genome.gov
338002392.0,Q8277,multiple sclerosis,P2293,genetic association,Q18049296,TAGAP,http://www.genome.gov/gwastudies/index.cfm?gene=TAGAP,genome.gov
338035673.0,Q8277,multiple sclerosis,P2293,genetic association,Q18039725,PDZRN4,http://www.genome.gov/gwastudies/index.cfm?gene=PDZRN4,genome.gov
337416909.0,Q8277,multiple sclerosis,P2293,genetic association,Q18032010,TLL1,http://www.genome.gov/gwastudies/index.cfm?gene=TLL1,genome.gov
338018159.0,Q8277,multiple sclerosis,P2293,genetic association,Q18035403,MERTK,http://www.genome.gov/gwastudies/index.cfm?gene=MERTK,genome.gov
270428966.0,Q1574136,Han Ying,P1352,ranking,+9,+9,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=118762&Siniors=1,ittf.com
156689072.0,Q1574136,Han Ying,P1352,ranking,+9,+9,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=118762&Siniors=1,ittf.com
282225260.0,Q13415224,Yan An,P1352,ranking,+17,+17,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=113059&Siniors=1,ittf.com
356245900.0,Q685215,Robert Gardos,P1352,ranking,+49,+49,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102968&Siniors=1,ittf.com
150459779.0,Q1670478,Kathrin Mühlbach,P1352,ranking,+208,+208,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111064&Siniors=1,ittf.com
173474216.0,Q1894059,Marcos Freitas,P1352,ranking,+9,+9,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102841&Siniors=1,ittf.com
173475682.0,Q458293,Li Qian,P1352,ranking,+49,+49,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111882&Siniors=1,ittf.com
187578660.0,Q458293,Li Qian,P1352,ranking,+53,+53,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111882&Siniors=1,ittf.com
156687526.0,Q554111,Gao Ning,P1352,ranking,+13,+13,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102943&Siniors=1,ittf.com
187578201.0,Q554111,Gao Ning,P1352,ranking,+15,+15,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102943&Siniors=1,ittf.com
228361799.0,Q17625867,Doo Hoi Kem,P1352,ranking,+13,+13,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=115543&Siniors=1,ittf.com
163224027.0,Q3414192,Quentin Robinot,P1352,ranking,+118,+118,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=112436&Siniors=1,ittf.com
195350546.0,Q3414192,Quentin Robinot,P1352,ranking,+122,+122,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=112436&Siniors=1,ittf.com
143496162.0,Q891153,Bojan Tokič,P1352,ranking,+50,+50,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=109459&Siniors=1,ittf.com
203687426.0,Q514032,Li Jie,P1352,ranking,+27,+27,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111772&Siniors=1,ittf.com
311716141.0,Q11518286,Mu Zi,P1352,ranking,+17,+17,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111601&Siniors=1,ittf.com
284535006.0,Q21027989,Stefan Fegerl,P1352,ranking,+23,+23,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102697&Siniors=1,ittf.com
282222615.0,Q927261,Christophe Legoût,P1352,ranking,+134,+134,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105222&Siniors=1,ittf.com
139258272.0,Q259768,Natalia Partyka,P1352,ranking,+56,+56,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=107177,ittf.com
345773224.0,Q104128,Nadine Bollmeier,P1352,ranking,+119,+119,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101223&Siniors=1,ittf.com
239811745.0,Q104128,Nadine Bollmeier,P1352,ranking,+127,+127,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101223&Siniors=1,ittf.com
228361654.0,Q3566118,Wang Zengyi,P1352,ranking,+72,+72,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=110002&Siniors=1,ittf.com
250827886.0,Q3566118,Wang Zengyi,P1352,ranking,+86,+86,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=110002&Siniors=1,ittf.com
139261282.0,Q15847366,Shan Xiaona,P1352,ranking,+18,+18,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111849,ittf.com
250826915.0,Q458310,Li Jiao,P1352,ranking,+23,+23,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105326&Siniors=1,ittf.com
150459763.0,Q262311,Kasumi Ishikawa,P1352,ranking,+9,+9,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=110752&Siniors=1,ittf.com
139260483.0,Q262311,Kasumi Ishikawa,P1352,ranking,+3,+3,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=110752,ittf.com
221926452.0,Q2086717,Philipp Floritz,P1352,ranking,+218,+218,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=113251&Siniors=1,ittf.com
302725339.0,Q7089642,Omar Assar,P1352,ranking,+33,+33,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=100696&Siniors=1,ittf.com
143490994.0,Q1354306,Seiya Kishikawa,P1352,ranking,+28,+28,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=104675&Siniors=1,ittf.com
311715497.0,Q3228931,Lee Sang-su,P1352,ranking,+18,+18,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105197&Siniors=1,ittf.com
150459209.0,Q3228931,Lee Sang-su,P1352,ranking,+68,+68,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105197&Siniors=1,ittf.com
320636320.0,Q13360457,Chen Chien-An,P1352,ranking,+64,+64,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101648&Siniors=1,ittf.com
143329596.0,Q13360457,Chen Chien-An,P1352,ranking,+21,+21,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101648&Siniors=1,ittf.com
345775909.0,Q2220601,Yang Zi,P1352,ranking,+157,+157,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=110330&Siniors=1,ittf.com
195350427.0,Q2148735,Ricardo Walther,P1352,ranking,+74,+74,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=109946&Siniors=1,ittf.com
363120643.0,Q11530590,Kenji Matsudaira,P1352,ranking,+81,+81,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111033&Siniors=1,ittf.com
