rev_id,item_id,stat_property,stat_value,ref_value,ref_domain
158284530.0,Q842938,P1082,+5425,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158290851.0,Q502373,P1082,+22703,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
282607063.0,Q36091,P1082,+400070,http://quickfacts.census.gov/qfd/states/27/2743000.html,quickfacts.census.gov
158279446.0,Q489327,P1082,+13808,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158298304.0,Q514008,P1082,+25640,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158280085.0,Q495112,P1082,+6751,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158261643.0,Q192650,P1082,+6484,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158277188.0,Q487415,P1082,+7945,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158256018.0,Q112061,P1082,+120310,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158274878.0,Q491236,P1082,+12514,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158270525.0,Q379585,P1082,+10161,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158283634.0,Q61330,P1082,+15843,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158688210.0,Q489861,P1082,+31137,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158292848.0,Q504329,P1082,+107431,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158259621.0,Q156191,P1082,+18262,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158270869.0,Q386189,P1082,+22015,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158263291.0,Q27021,P1082,+16852,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158290786.0,Q502356,P1082,+11691,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158298782.0,Q54251,P1082,+118385,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158291151.0,Q502447,P1082,+28030,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158264314.0,Q311904,P1082,+574757,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
158298241.0,Q513933,P1082,+107572,http://www.census.gov/popest/data/counties/totals/2013/files/CO-EST2013-Alldata.csv,census.gov
307266419.0,Q1393081,P1083,+1645,http://www.ibdb.com/Venue/View/1252,ibdb.com
222171580.0,Q7982247,P1087,+2592,https://ratings.fide.com/id.phtml?event=8602956,ratings.fide.com
222168288.0,Q4772876,P1087,+2294,https://ratings.fide.com/id.phtml?event=4300084,ratings.fide.com
222169316.0,Q2076536,P1087,+2366,https://ratings.fide.com/id.phtml?event=4623967,ratings.fide.com
222162065.0,Q1703454,P1087,+2473,https://ratings.fide.com/id.phtml?event=1700090,ratings.fide.com
222160490.0,Q9355843,P1087,+2397,https://ratings.fide.com/id.phtml?event=14101610,ratings.fide.com
222161799.0,Q1383986,P1087,+2517,https://ratings.fide.com/id.phtml?event=1501674,ratings.fide.com
222169967.0,Q590606,P1087,+2353,https://ratings.fide.com/id.phtml?event=5013623,ratings.fide.com
222171408.0,Q7967526,P1087,+2484,https://ratings.fide.com/id.phtml?event=8600430,ratings.fide.com
222159222.0,Q4361642,P1087,+2394,https://ratings.fide.com/id.phtml?event=13301349,ratings.fide.com
222157548.0,Q724051,P1087,+2574,https://ratings.fide.com/id.phtml?event=1105680,ratings.fide.com
222162377.0,Q1359706,P1087,+2428,https://ratings.fide.com/id.phtml?event=2000083,ratings.fide.com
222157897.0,Q9359786,P1087,+2449,https://ratings.fide.com/id.phtml?event=1124552,ratings.fide.com
222159379.0,Q535582,P1087,+2452,https://ratings.fide.com/id.phtml?event=13401661,ratings.fide.com
222169276.0,Q15794313,P1087,+2437,https://ratings.fide.com/id.phtml?event=4620437,ratings.fide.com
222156621.0,Q2003785,P1087,+2129,https://ratings.fide.com/id.phtml?event=1002627,ratings.fide.com
222170447.0,Q11723645,P1087,+2086,https://ratings.fide.com/id.phtml?event=600652,ratings.fide.com
222165878.0,Q1504216,P1087,+2162,https://ratings.fide.com/id.phtml?event=3801144,ratings.fide.com
222167564.0,Q4406523,P1087,+2537,https://ratings.fide.com/id.phtml?event=4128290,ratings.fide.com
222156504.0,Q956390,P1087,+2653,https://ratings.fide.com/id.phtml?event=1000268,ratings.fide.com
222162995.0,Q3746768,P1087,+2313,https://ratings.fide.com/id.phtml?event=2016230,ratings.fide.com
222169839.0,Q13122252,P1087,+2279,https://ratings.fide.com/id.phtml?event=5003474,ratings.fide.com
222156654.0,Q4500478,P1087,+2456,https://ratings.fide.com/id.phtml?event=100340,ratings.fide.com
222164709.0,Q1675990,P1087,+2245,https://ratings.fide.com/id.phtml?event=2900300,ratings.fide.com
222169083.0,Q92504,P1087,+2475,https://ratings.fide.com/id.phtml?event=4611500,ratings.fide.com
222163996.0,Q14544681,P1087,+2251,https://ratings.fide.com/id.phtml?event=24670057,ratings.fide.com
222170595.0,Q266155,P1087,+2483,https://ratings.fide.com/id.phtml?event=617822,ratings.fide.com
222166624.0,Q4314323,P1087,+2421,https://ratings.fide.com/id.phtml?event=4101715,ratings.fide.com
222170365.0,Q16719432,P1087,+2425,https://ratings.fide.com/id.phtml?event=600121,ratings.fide.com
222157050.0,Q1313478,P1087,+2395,https://ratings.fide.com/id.phtml?event=1100114,ratings.fide.com
222161094.0,Q1379305,P1087,+2435,https://ratings.fide.com/id.phtml?event=14200295,ratings.fide.com
222161482.0,Q4521873,P1087,+2512,https://ratings.fide.com/id.phtml?event=14602296,ratings.fide.com
222161323.0,Q4483177,P1087,+2449,https://ratings.fide.com/id.phtml?event=14500299,ratings.fide.com
222159411.0,Q4251317,P1087,+2283,https://ratings.fide.com/id.phtml?event=13402951,ratings.fide.com
222161367.0,Q9369035,P1087,+2179,https://ratings.fide.com/id.phtml?event=14501732,ratings.fide.com
222167388.0,Q11714012,P1087,+2426,https://ratings.fide.com/id.phtml?event=4120876,ratings.fide.com
222157569.0,Q357696,P1087,+2531,https://ratings.fide.com/id.phtml?event=1106880,ratings.fide.com
222163797.0,Q1108579,P1087,+2443,https://ratings.fide.com/id.phtml?event=2400030,ratings.fide.com
222170487.0,Q488112,P1087,+2530,https://ratings.fide.com/id.phtml?event=603252,ratings.fide.com
222171767.0,Q4078336,P1087,+2444,https://ratings.fide.com/id.phtml?event=900214,ratings.fide.com
222167979.0,Q1395328,P1087,+2646,https://ratings.fide.com/id.phtml?event=4157770,ratings.fide.com
222161081.0,Q2339541,P1087,+2502,https://ratings.fide.com/id.phtml?event=14200236,ratings.fide.com
222157523.0,Q9168141,P1087,+2085,https://ratings.fide.com/id.phtml?event=1104616,ratings.fide.com
222160931.0,Q241258,P1087,+2549,https://ratings.fide.com/id.phtml?event=14111330,ratings.fide.com
222161609.0,Q363218,P1087,+2468,https://ratings.fide.com/id.phtml?event=14901536,ratings.fide.com
222157504.0,Q11769789,P1087,+2197,https://ratings.fide.com/id.phtml?event=1103881,ratings.fide.com
222169176.0,Q15833805,P1087,+2320,https://ratings.fide.com/id.phtml?event=4613112,ratings.fide.com
222169866.0,Q11792343,P1087,+2277,https://ratings.fide.com/id.phtml?event=5004330,ratings.fide.com
222160028.0,Q6454726,P1087,+2223,https://ratings.fide.com/id.phtml?event=13902911,ratings.fide.com
222171863.0,Q5277553,P1087,+2288,https://ratings.fide.com/id.phtml?event=901350,ratings.fide.com
222165315.0,Q7347901,P1087,+2444,https://ratings.fide.com/id.phtml?event=3200027,ratings.fide.com
222156718.0,Q276395,P1087,+2274,https://ratings.fide.com/id.phtml?event=100536,ratings.fide.com
222169024.0,Q63303,P1087,+2314,https://ratings.fide.com/id.phtml?event=4611284,ratings.fide.com
222168803.0,Q1569036,P1087,+2459,https://ratings.fide.com/id.phtml?event=4601556,ratings.fide.com
222171122.0,Q187788,P1087,+2256,https://ratings.fide.com/id.phtml?event=721530,ratings.fide.com
222169066.0,Q87219,P1087,+2430,https://ratings.fide.com/id.phtml?event=4611390,ratings.fide.com
222161120.0,Q4775756,P1087,+2591,https://ratings.fide.com/id.phtml?event=14200988,ratings.fide.com
222164744.0,Q2064795,P1087,+2349,https://ratings.fide.com/id.phtml?event=2900602,ratings.fide.com
222170913.0,Q377745,P1087,+2381,https://ratings.fide.com/id.phtml?event=700851,ratings.fide.com
222158229.0,Q465579,P1087,+2321,https://ratings.fide.com/id.phtml?event=11601876,ratings.fide.com
222166487.0,Q356408,P1087,+2372,https://ratings.fide.com/id.phtml?event=4100719,ratings.fide.com
222166230.0,Q274794,P1087,+2439,https://ratings.fide.com/id.phtml?event=403512,ratings.fide.com
222171199.0,Q7970173,P1087,+2277,https://ratings.fide.com/id.phtml?event=7400179,ratings.fide.com
222156827.0,Q2345857,P1087,+2373,https://ratings.fide.com/id.phtml?event=1017292,ratings.fide.com
222159315.0,Q966554,P1087,+2491,https://ratings.fide.com/id.phtml?event=13400215,ratings.fide.com
280410387.0,Q1288412,P112,Q8563888,http://www.hewlett.org/about-us/hewlett-family-history,hewlett.org
266608986.0,Q21282871,P1120,+27,http://www.bbc.co.uk/news/world-europe-34684973,bbc.co.uk
350476823.0,Q2437333,P1122,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=63&z=48,nndc.bnl.gov
350472392.0,Q18880493,P1122,+5.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=50&z=40,nndc.bnl.gov
350470126.0,Q18844811,P1122,+2.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=49&z=35,nndc.bnl.gov
350476258.0,Q18881223,P1122,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=64&z=47,nndc.bnl.gov
350496932.0,Q18888644,P1122,+4.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=120&z=87,nndc.bnl.gov
350480873.0,Q18881626,P1122,+5.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=75&z=54,nndc.bnl.gov
350461447.0,Q1985521,P1122,+5.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=13&z=13,nndc.bnl.gov
350476343.0,Q18881233,P1122,+3.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=68&z=47,nndc.bnl.gov
351639374.0,Q18881233,P2114,+18.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=68&z=47,nndc.bnl.gov
350494133.0,Q18883320,P1122,+7.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=119&z=81,nndc.bnl.gov
350500008.0,Q18845967,P1122,+3.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=156&z=101,nndc.bnl.gov
350462248.0,Q18844575,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=22&z=16,nndc.bnl.gov
350472193.0,Q18845319,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=38&z=40,nndc.bnl.gov
346538434.0,Q188543,P2404,+3,http://www.cdc.gov/niosh-rtecs/BP456D70.html,cdc.gov
346531651.0,Q188543,P2240,+30,http://www.cdc.gov/niosh-rtecs/BP456D70.html,cdc.gov
350495008.0,Q18888113,P1122,+4.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=110&z=83,nndc.bnl.gov
350479331.0,Q2592916,P1122,+3.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=51,nndc.bnl.gov
350489047.0,Q18882582,P1122,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=107&z=70,nndc.bnl.gov
350466952.0,Q18880161,P1122,+5.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=40&z=28,nndc.bnl.gov
350462182.0,Q2055815,P1122,+1.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=17&z=16,nndc.bnl.gov
350485522.0,Q1964565,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=98&z=62,nndc.bnl.gov
350495295.0,Q18888168,P1122,+5.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=119&z=83,nndc.bnl.gov
350490217.0,Q18882787,P1122,+21.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=105&z=73,nndc.bnl.gov
350487841.0,Q18882440,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=76&z=68,nndc.bnl.gov
350500494.0,Q18851292,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=168&z=108,nndc.bnl.gov
350474353.0,Q2251024,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=52&z=44,nndc.bnl.gov
350499778.0,Q18845937,P1122,+3.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=147&z=100,nndc.bnl.gov
350494195.0,Q18883334,P1122,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=124&z=81,nndc.bnl.gov
350492867.0,Q18883122,P1122,+5.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=96&z=79,nndc.bnl.gov
350492871.0,Q18883122,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=96&z=79,nndc.bnl.gov
350461989.0,Q18844554,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=23&z=15,nndc.bnl.gov
350480835.0,Q18881625,P1122,+4.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=54,nndc.bnl.gov
350465581.0,Q18845077,P1122,+3.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=37&z=25,nndc.bnl.gov
350469586.0,Q2984382,P1122,+3.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=45&z=34,nndc.bnl.gov
350485063.0,Q18882023,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=62,nndc.bnl.gov
350466851.0,Q2468639,P1122,+1.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=33&z=28,nndc.bnl.gov
350476207.0,Q5518299,P1122,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=62&z=47,nndc.bnl.gov
350491988.0,Q18883016,P1122,+2.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=104&z=77,nndc.bnl.gov
350469739.0,Q18845153,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=52&z=34,nndc.bnl.gov
350470326.0,Q18845037,P1122,+2.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=39&z=36,nndc.bnl.gov
350480192.0,Q2321962,P1122,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=56&z=53,nndc.bnl.gov
350468692.0,Q18844986,P1122,+3.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=45&z=32,nndc.bnl.gov
350495757.0,Q18888299,P1122,+6.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=84,nndc.bnl.gov
350466295.0,Q18844855,P1122,+2.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=31&z=27,nndc.bnl.gov
350486240.0,Q2145225,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=100&z=64,nndc.bnl.gov
350498727.0,Q18845567,P1122,+7.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=151&z=93,nndc.bnl.gov
350481526.0,Q13460607,P1122,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=74&z=55,nndc.bnl.gov
350473151.0,Q18845379,P1122,+2.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=41,nndc.bnl.gov
350479907.0,Q2480123,P1122,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=52,nndc.bnl.gov
350475227.0,Q18881090,P1122,+1.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=65&z=45,nndc.bnl.gov
350485952.0,Q18882125,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=76&z=64,nndc.bnl.gov
350490553.0,Q18882848,P1122,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=103&z=74,nndc.bnl.gov
350478001.0,Q18881393,P1122,+0.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=80&z=49,nndc.bnl.gov
350490969.0,Q18882904,P1122,+2.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=98&z=75,nndc.bnl.gov
350487549.0,Q18882417,P1122,+3.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=92&z=67,nndc.bnl.gov
350488017.0,Q18882464,P1122,+4.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=89&z=68,nndc.bnl.gov
350495443.0,Q18888199,P1122,+4.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=128&z=83,nndc.bnl.gov
350492179.0,Q18883044,P1122,+11.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=77,nndc.bnl.gov
350485421.0,Q2288129,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=90&z=62,nndc.bnl.gov
350482991.0,Q18881812,P1122,+0.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=68&z=58,nndc.bnl.gov
350496510.0,Q18888523,P1122,+1.5,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=86,nndc.bnl.gov
350485553.0,Q18882059,P1122,+1.0,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=67&z=63,nndc.bnl.gov
350499173.0,Q18888960,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=148&z=96,nndc.bnl.gov
350473075.0,Q18845368,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=61&z=41,nndc.bnl.gov
350493098.0,Q18883164,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=79,nndc.bnl.gov
350482000.0,Q18881709,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=56,nndc.bnl.gov
350493422.0,Q18883206,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=104&z=80,nndc.bnl.gov
350496907.0,Q18888637,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=119&z=87,nndc.bnl.gov
350497215.0,Q18888710,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=88,nndc.bnl.gov
350459619.0,Q2659502,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=6&z=5,nndc.bnl.gov
350464680.0,Q4504994,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=27&z=23,nndc.bnl.gov
350467217.0,Q18844898,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=29&z=29,nndc.bnl.gov
350486339.0,Q18882224,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=79&z=65,nndc.bnl.gov
350494145.0,Q18883323,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=120&z=81,nndc.bnl.gov
350485830.0,Q3521029,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=91&z=63,nndc.bnl.gov
350481708.0,Q18881675,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=81&z=55,nndc.bnl.gov
350499422.0,Q18845741,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=145&z=98,nndc.bnl.gov
350494973.0,Q18888103,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=108&z=83,nndc.bnl.gov
350482255.0,Q2409784,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=82&z=56,nndc.bnl.gov
350497054.0,Q18888678,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=130&z=87,nndc.bnl.gov
350488809.0,Q18882553,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=90&z=70,nndc.bnl.gov
350496201.0,Q18888449,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=85,nndc.bnl.gov
350464887.0,Q18844872,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=19&z=24,nndc.bnl.gov
350466578.0,Q18880143,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=41&z=27,nndc.bnl.gov
350467877.0,Q18880237,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=43&z=30,nndc.bnl.gov
350490516.0,Q18882838,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=99&z=74,nndc.bnl.gov
350488293.0,Q18882482,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=79&z=69,nndc.bnl.gov
350496311.0,Q18888471,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=123&z=85,nndc.bnl.gov
350470471.0,Q1921298,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=47&z=36,nndc.bnl.gov
350487172.0,Q18882369,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=106&z=66,nndc.bnl.gov
350492025.0,Q18883019,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=107&z=77,nndc.bnl.gov
350478048.0,Q18881401,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=82&z=49,nndc.bnl.gov
350487407.0,Q18882396,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=85&z=67,nndc.bnl.gov
350490232.0,Q18882788,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=106&z=73,nndc.bnl.gov
350470162.0,Q18844814,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=51&z=35,nndc.bnl.gov
350474673.0,Q18881032,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=44,nndc.bnl.gov
350499499.0,Q18845806,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=152&z=98,nndc.bnl.gov
350474755.0,Q18881046,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=47&z=45,nndc.bnl.gov
350489965.0,Q18882744,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=83&z=73,nndc.bnl.gov
350476740.0,Q2126689,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=56&z=48,nndc.bnl.gov
350487153.0,Q18882365,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=102&z=66,nndc.bnl.gov
350465376.0,Q18845064,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=24&z=25,nndc.bnl.gov
350490671.0,Q18882870,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=111&z=74,nndc.bnl.gov
350475482.0,Q18881131,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=54&z=46,nndc.bnl.gov
350471216.0,Q18845259,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=37&z=38,nndc.bnl.gov
350485852.0,Q3276623,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=92&z=63,nndc.bnl.gov
350477136.0,Q18881298,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=80&z=48,nndc.bnl.gov
350496471.0,Q18888510,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=112&z=86,nndc.bnl.gov
350500219.0,Q18846895,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=151&z=104,nndc.bnl.gov
350477872.0,Q18881369,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=49,nndc.bnl.gov
350488693.0,Q18882535,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=79&z=70,nndc.bnl.gov
350497814.0,Q18888892,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=142&z=89,nndc.bnl.gov
350492564.0,Q18883083,P1123,-1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=106&z=78,nndc.bnl.gov
350497595.0,Q18888829,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=119&z=89,nndc.bnl.gov
350496627.0,Q18888562,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=124&z=86,nndc.bnl.gov
350498387.0,Q18845535,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=134&z=92,nndc.bnl.gov
350491921.0,Q18883005,P1123,+1,http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=95&z=77,nndc.bnl.gov
366672862.0,Q3777306,P1128,+1249,http://www.gmv.com/en/Company/Publications/AnnualReport/2015/FLASH/annual_report_2015.pdf,gmv.com
314378853.0,Q22920552,P1132,+191,http://www.procyclingstats.com/race.php?id=163647,procyclingstats.com
284871540.0,Q11695673,P1184,10934/RM0001.COLLECT.6433,http://europeana.eu/portal/record//90402/SK_A_3064.html,europeana.eu
149090820.0,Q740212,P276,Q190804,http://europeana.eu/portal/record//90402/SK_A_3276.html,europeana.eu
149090820.0,Q740212,P276,Q190804,http://europeana.eu/portal/record//90402/SK_A_3276.html,europeana.eu
360022423.0,Q191023,P119,Q17742138,http://www.poetsgraves.co.uk/thomas_d.htm,poetsgraves.co.uk
325532894.0,Q15756402,P123,Q746413,http://www.journals.elsevier.com/international-review-of-economics-education/,journals.elsevier.com
307270453.0,Q1974872,P127,Q12063654,http://www.ibdb.com/Venue/View/1035,ibdb.com
307284403.0,Q4742962,P127,Q3621521,http://www.ibdb.com/Venue/View/1349,ibdb.com
357337306.0,Q25873993,P131,Q84,http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=94034,britishmuseum.org
357337068.0,Q25873993,P571,+1831-00-00T00:00:00Z,http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=94034,britishmuseum.org
371682730.0,Q17663042,P131,Q23156,https://www.historicengland.org.uk/listing/the-list/list-entry/1016258,historicengland.org.uk
382477477.0,Q27050403,P1317,+1850-00-00T00:00:00Z,http://specialcollections.le.ac.uk/cdm/compoundobject/collection/p16445coll4/id/218287/rec/5,specialcollections.le.ac.uk
361388757.0,Q440891,P1324,http://hg.olat.org/repos,http://olat.org/product/sources,olat.org
314410780.0,Q5027741,P1329,0800 58 58 58,https://www.thecalmzone.net/,thecalmzone.net
311427948.0,Q441622,P1344,Q1005801,http://library.la84.org/6oic/OfficialReports/2006/Results/AlpineSkiing.pdf#page=3,library.la84.org
382433381.0,Q482639,P1352,+71,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=106884&Siniors=1,ittf.com
143495994.0,Q461737,P1352,+58,http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=108843&Siniors=1,ittf.com
