ref_value,item_id,stat_property,stat_value,author_type,publisher_type,publisher_verification,authoritative,predicted_authoritative
https://ratings.fide.com/id.phtml?event=403512,Q274794,P1087,+2439,Page not working,Company or organisation,,1,1
https://ratings.fide.com/id.phtml?event=7400179,Q7970173,P1087,+2277,Page not working,Company or organisation,,1,1
https://ratings.fide.com/id.phtml?event=1017292,Q2345857,P1087,+2373,Page not working,Company or organisation,,1,1
https://ratings.fide.com/id.phtml?event=13400215,Q966554,P1087,+2491,Page not working,Other companies or organisations,,1,1
http://www.hewlett.org/about-us/hewlett-family-history,Q1288412,P112,Q8563888,Page not working,Other companies or organisations,,1,1
http://www.bbc.co.uk/news/world-europe-34684973,Q21282871,P1120,+27,Organisation,News and media outlet,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=63&z=48,Q2437333,P1122,+0.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=50&z=40,Q18880493,P1122,+5.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=49&z=35,Q18844811,P1122,+2.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=64&z=47,Q18881223,P1122,+0.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=120&z=87,Q18888644,P1122,+4.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=75&z=54,Q18881626,P1122,+5.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=13&z=13,Q1985521,P1122,+5.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=68&z=47,Q18881233,P1122,+3.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=68&z=47,Q18881233,P2114,+18.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=119&z=81,Q18883320,P1122,+7.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=156&z=101,Q18845967,P1122,+3.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=22&z=16,Q18844575,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=38&z=40,Q18845319,P1122,+0.0,0,Academic institution,,0,1
http://www.cdc.gov/niosh-rtecs/BP456D70.html,Q188543,P2404,+3,Organisation,Government agencies,,0,1
http://www.cdc.gov/niosh-rtecs/BP456D70.html,Q188543,P2240,+30,Organisation,Government agencies,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=110&z=83,Q18888113,P1122,+4.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=51,Q2592916,P1122,+3.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=107&z=70,Q18882582,P1122,+0.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=40&z=28,Q18880161,P1122,+5.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=17&z=16,Q2055815,P1122,+1.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=98&z=62,Q1964565,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=119&z=83,Q18888168,P1122,+5.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=105&z=73,Q18882787,P1122,+21.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=76&z=68,Q18882440,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=168&z=108,Q18851292,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=52&z=44,Q2251024,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=147&z=100,Q18845937,P1122,+3.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=124&z=81,Q18883334,P1122,+0.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=96&z=79,Q18883122,P1122,+5.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=96&z=79,Q18883122,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=23&z=15,Q18844554,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=54,Q18881625,P1122,+4.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=37&z=25,Q18845077,P1122,+3.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=45&z=34,Q2984382,P1122,+3.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=62,Q18882023,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=33&z=28,Q2468639,P1122,+1.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=62&z=47,Q5518299,P1122,+0.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=104&z=77,Q18883016,P1122,+2.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=52&z=34,Q18845153,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=39&z=36,Q18845037,P1122,+2.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=56&z=53,Q2321962,P1122,+0.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=45&z=32,Q18844986,P1122,+3.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=84,Q18888299,P1122,+6.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=31&z=27,Q18844855,P1122,+2.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=100&z=64,Q2145225,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=151&z=93,Q18845567,P1122,+7.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=74&z=55,Q13460607,P1122,+0.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=41,Q18845379,P1122,+2.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=52,Q2480123,P1122,+0.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=65&z=45,Q18881090,P1122,+1.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=76&z=64,Q18882125,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=103&z=74,Q18882848,P1122,+0.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=80&z=49,Q18881393,P1122,+0.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=98&z=75,Q18882904,P1122,+2.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=92&z=67,Q18882417,P1122,+3.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=89&z=68,Q18882464,P1122,+4.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=128&z=83,Q18888199,P1122,+4.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=77,Q18883044,P1122,+11.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=90&z=62,Q2288129,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=68&z=58,Q18881812,P1122,+0.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=86,Q18888523,P1122,+1.5,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=67&z=63,Q18882059,P1122,+1.0,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=148&z=96,Q18888960,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=61&z=41,Q18845368,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=79,Q18883164,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=56,Q18881709,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=104&z=80,Q18883206,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=119&z=87,Q18888637,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=88,Q18888710,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=6&z=5,Q2659502,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=27&z=23,Q4504994,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=29&z=29,Q18844898,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=79&z=65,Q18882224,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=120&z=81,Q18883323,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=91&z=63,Q3521029,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=81&z=55,Q18881675,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=145&z=98,Q18845741,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=108&z=83,Q18888103,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=82&z=56,Q2409784,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=130&z=87,Q18888678,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=90&z=70,Q18882553,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=115&z=85,Q18888449,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=19&z=24,Q18844872,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=41&z=27,Q18880143,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=43&z=30,Q18880237,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=99&z=74,Q18882838,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=79&z=69,Q18882482,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=123&z=85,Q18888471,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=47&z=36,Q1921298,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=106&z=66,Q18882369,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=107&z=77,Q18883019,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=82&z=49,Q18881401,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=85&z=67,Q18882396,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=106&z=73,Q18882788,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=51&z=35,Q18844814,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=70&z=44,Q18881032,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=152&z=98,Q18845806,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=47&z=45,Q18881046,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=83&z=73,Q18882744,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=56&z=48,Q2126689,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=102&z=66,Q18882365,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=24&z=25,Q18845064,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=111&z=74,Q18882870,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=54&z=46,Q18881131,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=37&z=38,Q18845259,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=92&z=63,Q3276623,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=80&z=48,Q18881298,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=112&z=86,Q18888510,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=151&z=104,Q18846895,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=73&z=49,Q18881369,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=79&z=70,Q18882535,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=142&z=89,Q18888892,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=106&z=78,Q18883083,P1123,-1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=119&z=89,Q18888829,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=124&z=86,Q18888562,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=134&z=92,Q18845535,P1123,+1,0,Academic institution,,0,1
http://www.nndc.bnl.gov/nudat2/reCenter.jsp?n=95&z=77,Q18883005,P1123,+1,0,Academic institution,,0,1
http://www.gmv.com/en/Company/Publications/AnnualReport/2015/FLASH/annual_report_2015.pdf,Q3777306,P1128,+1249,Organisation,Company or organisation,,0,1
http://www.procyclingstats.com/race.php?id=163647,Q22920552,P1132,+191,Organisation,News and media outlet,,1,1
http://europeana.eu/portal/record//90402/SK_A_3064.html,Q11695673,P1184,10934/RM0001.COLLECT.6433,Organisation,Company or organisation,,0,1
http://europeana.eu/portal/record//90402/SK_A_3276.html,Q740212,P276,Q190804,Organisation,Company or organisation,,0,1
http://europeana.eu/portal/record//90402/SK_A_3276.html,Q740212,P276,Q190804,Organisation,Company or organisation,,0,1
http://www.poetsgraves.co.uk/thomas_d.htm,Q191023,P119,Q17742138,Individual,Company or organisation,,0,1
http://www.journals.elsevier.com/international-review-of-economics-education/,Q15756402,P123,Q746413,Individual,Company or organisation,,1,1
http://www.ibdb.com/Venue/View/1035,Q1974872,P127,Q12063654,Organisation,Company or organisation,,1,1
http://www.ibdb.com/Venue/View/1349,Q4742962,P127,Q3621521,Organisation,Company or organisation,,1,1
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=94034,Q25873993,P131,Q84,Organisation,Company or organisation,,0,1
http://www.britishmuseum.org/research/search_the_collection_database/term_details.aspx?bioId=94034,Q25873993,P571,+1831-00-00T00:00:00Z,Organisation,Company or organisation,,0,1
https://www.historicengland.org.uk/listing/the-list/list-entry/1016258,Q17663042,P131,Q23156,Organisation,Company or organisation,,0,1
http://specialcollections.le.ac.uk/cdm/compoundobject/collection/p16445coll4/id/218287/rec/5,Q27050403,P1317,+1850-00-00T00:00:00Z,Organisation,Academic institution,,0,1
http://olat.org/product/sources,Q440891,P1324,http://hg.olat.org/repos,Organisation,Academic institution,,0,1
https://www.thecalmzone.net/,Q5027741,P1329,0800 58 58 58,Organisation,Company or organisation,,0,1
http://library.la84.org/6oic/OfficialReports/2006/Results/AlpineSkiing.pdf#page=3,Q441622,P1344,Q1005801,Organisation,Company or organisation,,0,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=106884&Siniors=1,Q482639,P1352,+71,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=108843&Siniors=1,Q461737,P1352,+58,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=108843&Siniors=1,Q461737,P1352,+70,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=112409&Siniors=1,Q12320301,P1352,+109,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=112409&Siniors=1,Q12320301,P1352,+128,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=104212&Siniors=1,Q482630,P1352,+17,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=117332&Siniors=1,Q13360630,P1352,+2,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105937&Siniors=1,Q377108,P1352,+46,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=103107&Siniors=1,Q3120927,P1352,+21,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101674&Siniors=1,Q78674,P1352,+44,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101674&Siniors=1,Q78674,P1352,+47,Page not working,Other companies or organisations,,1,1
http://www.genome.gov/gwastudies/index.cfm?gene=AHI1,Q8277,P2293,Q18041269,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=TAGAP,Q8277,P2293,Q18049296,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=PDZRN4,Q8277,P2293,Q18039725,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=TLL1,Q8277,P2293,Q18032010,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=MERTK,Q8277,P2293,Q18035403,0,Government agencies,,0,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=118762&Siniors=1,Q1574136,P1352,+9,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=118762&Siniors=1,Q1574136,P1352,+9,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=113059&Siniors=1,Q13415224,P1352,+17,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102968&Siniors=1,Q685215,P1352,+49,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111064&Siniors=1,Q1670478,P1352,+208,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102841&Siniors=1,Q1894059,P1352,+9,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111882&Siniors=1,Q458293,P1352,+49,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111882&Siniors=1,Q458293,P1352,+53,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102943&Siniors=1,Q554111,P1352,+13,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102943&Siniors=1,Q554111,P1352,+15,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=115543&Siniors=1,Q17625867,P1352,+13,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=112436&Siniors=1,Q3414192,P1352,+118,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=112436&Siniors=1,Q3414192,P1352,+122,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=109459&Siniors=1,Q891153,P1352,+50,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111772&Siniors=1,Q514032,P1352,+27,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111601&Siniors=1,Q11518286,P1352,+17,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102697&Siniors=1,Q21027989,P1352,+23,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105222&Siniors=1,Q927261,P1352,+134,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=107177,Q259768,P1352,+56,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101223&Siniors=1,Q104128,P1352,+119,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101223&Siniors=1,Q104128,P1352,+127,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=110002&Siniors=1,Q3566118,P1352,+72,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=110002&Siniors=1,Q3566118,P1352,+86,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111849,Q15847366,P1352,+18,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105326&Siniors=1,Q458310,P1352,+23,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=110752&Siniors=1,Q262311,P1352,+9,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=110752,Q262311,P1352,+3,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=113251&Siniors=1,Q2086717,P1352,+218,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=100696&Siniors=1,Q7089642,P1352,+33,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=104675&Siniors=1,Q1354306,P1352,+28,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105197&Siniors=1,Q3228931,P1352,+18,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105197&Siniors=1,Q3228931,P1352,+68,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101648&Siniors=1,Q13360457,P1352,+64,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=101648&Siniors=1,Q13360457,P1352,+21,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=110330&Siniors=1,Q2220601,P1352,+157,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=109946&Siniors=1,Q2148735,P1352,+74,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111033&Siniors=1,Q11530590,P1352,+81,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=111033,Q11530590,P1352,+82,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=104892&Siniors=1,Q576742,P1352,+76,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=100621&Siniors=1,Q2118021,P1352,+18,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=108226&Siniors=1,Q441050,P1352,+29,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105609&Siniors=1,Q1687289,P1352,+77,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105609&Siniors=1,Q1687289,P1352,+63,Page not working,Other companies or organisations,,1,1
http://www.cdc.gov/niosh-rtecs/AS100590.html,Q342790,P2300,+1500,Organisation,Government agencies,,0,1
http://www.cdc.gov/niosh-rtecs/AS100590.html,Q342790,P2240,+28,Organisation,Government agencies,,0,1
http://www.cdc.gov/niosh-rtecs/AS100590.html,Q342790,P2300,+250,Organisation,Government agencies,,0,1
http://www.cdc.gov/niosh-rtecs/AS100590.html,Q342790,P2404,+0.23,Organisation,Government agencies,,0,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=102537&Siniors=1,Q949468,P1352,+92,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=105603&Siniors=1,Q2913371,P1352,+0,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=108246,Q360555,P1352,+11,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=104314&Siniors=1,Q983595,P1352,+67,Page not working,Other companies or organisations,,1,1
http://www.ittf.com/ittf_ranking/world_ranking_per_name.asp?Player_ID=104314&Siniors=1,Q983595,P1352,+57,Page not working,Other companies or organisations,,1,1
