ref_value,label_pub,LLM_model_prompt
http://www.washingtonpost.com,news,results_llama3.2_prompt_4_metadata
http://www.webcitation.org,nw,results_llama3.2_prompt_4_metadata
http://www.who.int,company,results_llama3.2_prompt_4_metadata
http://www.wireshark.org,company,results_llama3.2_prompt_4_metadata
http://www.xkcd.com,company,results_llama3.2_prompt_4_metadata
http://yba.llgc.org.uk,govt,results_llama3.2_prompt_4_metadata
http://yum.baseurl.org,company,results_llama3.2_prompt_4_metadata
http://zenekucko.ucoz.com,company,results_llama3.2_prompt_4_metadata
http://8tracks.com,company,results_llama3.2_prompt_2_onesl
http://addons.mozilla.org,company,results_llama3.2_prompt_2_onesl
http://akas.imdb.com,company,results_llama3.2_prompt_2_onesl
http://americanart.si.edu,academia,results_llama3.2_prompt_2_onesl
http://archive.org,other,results_llama3.2_prompt_2_onesl
http://art.famsf.org,other,results_llama3.2_prompt_2_onesl
http://backuppc.cvs.sourceforge.net,other,results_llama3.2_prompt_2_onesl
http://bbti.bodleian.ox.ac.uk,academia,results_llama3.2_prompt_2_onesl
http://blog.mathieui.net,other,results_llama3.2_prompt_2_onesl
http://blog.torproject.org,other,results_llama3.2_prompt_2_onesl
http://blogs.windows.com,company,results_llama3.2_prompt_2_onesl
http://books.google.co.uk,company,results_llama3.2_prompt_2_onesl
http://brightlightsfilm.com,company,results_llama3.2_prompt_2_onesl
http://bse.sci-lib.com,company,results_llama3.2_prompt_2_onesl
http://chem.nlm.nih.gov,govt,results_llama3.2_prompt_2_onesl
http://classify.oclc.org,other,results_llama3.2_prompt_2_onesl
http://collection.cooperhewitt.org,academia,results_llama3.2_prompt_2_onesl
http://collections.artsmia.org,academia,results_llama3.2_prompt_2_onesl
http://collections.britishart.yale.edu,academia,results_llama3.2_prompt_2_onesl
http://collections.lacma.org,academia,results_llama3.2_prompt_2_onesl
http://commons.wikimedia.org,academia,results_llama3.2_prompt_2_onesl
http://daccess-ods.un.org,govt,results_llama3.2_prompt_2_onesl
http://dirigeant.societe.com,other,results_llama3.2_prompt_2_onesl
http://download.gnome.org,company,results_llama3.2_prompt_2_onesl
http://ekladata.com,company,results_llama3.2_prompt_2_onesl
http://electronicintifada.net,sp_source,results_llama3.2_prompt_2_onesl
http://en.mediamass.net,other,results_llama3.2_prompt_2_onesl
http://en.wikisource.org,academia,results_llama3.2_prompt_2_onesl
http://eprints.lancs.ac.uk,academia,results_llama3.2_prompt_2_onesl
http://equipboard.com,company,results_llama3.2_prompt_2_onesl
http://europeana.eu,company,results_llama3.2_prompt_2_onesl
http://factfinder.census.gov,govt,results_llama3.2_prompt_2_onesl
http://fdrmx.com,other,results_llama3.2_prompt_2_onesl
http://fedoraproject.org,company,results_llama3.2_prompt_2_onesl
http://feed.snapdo.com,nw,results_llama3.2_prompt_2_onesl
http://ffilms.org,other,results_llama3.2_prompt_2_onesl
http://fie.org,nw,results_llama3.2_prompt_2_onesl
http://figshare.com,company,results_llama3.2_prompt_2_onesl
http://firstcycling.com,sp_source,results_llama3.2_prompt_2_onesl
http://flickfacts.com,other,results_llama3.2_prompt_2_onesl
http://flymotorsich.com,other,results_llama3.2_prompt_2_onesl
http://fmg.ac,academia,results_llama3.2_prompt_2_onesl
http://forums.comodo.com,company,results_llama3.2_prompt_2_onesl
http://freemind.sourceforge.net,other,results_llama3.2_prompt_2_onesl
http://ftp.debian-ports.org,other,results_llama3.2_prompt_2_onesl
http://genealogy.az.gov,govt,results_llama3.2_prompt_2_onesl
http://geonames.usgs.gov,govt,results_llama3.2_prompt_2_onesl
http://github.com,company,results_llama3.2_prompt_2_onesl
http://groups.google.com,company,results_llama3.2_prompt_2_onesl
http://hansard.millbanksystems.com,nw,results_llama3.2_prompt_2_onesl
http://homepage.usask.ca,academia,results_llama3.2_prompt_2_onesl
http://iba-world.com,company,results_llama3.2_prompt_2_onesl
http://id.loc.gov,govt,results_llama3.2_prompt_2_onesl
http://identifiers.org,nw,results_llama3.2_prompt_2_onesl
http://independentlibraries.co.uk,other,results_llama3.2_prompt_2_onesl
http://instagram.com,company,results_llama3.2_prompt_2_onesl
http://itunes.apple.com,company,results_llama3.2_prompt_2_onesl
http://killiefc.com,other,results_llama3.2_prompt_2_onesl
http://lawandorder.wikia.com,other,results_llama3.2_prompt_2_onesl
http://leonocusto.blog66.fc2.com,other,results_llama3.2_prompt_2_onesl
http://library.la84.org,company,results_llama3.2_prompt_2_onesl
http://library.leeds.ac.uk,academia,results_llama3.2_prompt_2_onesl
http://lists.alioth.debian.org,other,results_llama3.2_prompt_2_onesl
http://lists.claws-mail.org,other,results_llama3.2_prompt_2_onesl
http://lists.freebsd.org,company,results_llama3.2_prompt_2_onesl
http://lists.netfilter.org,sp_source,results_llama3.2_prompt_2_onesl
http://lists.nongnu.org,sp_source,results_llama3.2_prompt_2_onesl
http://lists.torproject.org,sp_source,results_llama3.2_prompt_2_onesl
http://m.timesofindia.com,news,results_llama3.2_prompt_2_onesl
http://mail-archives.apache.org,nw,results_llama3.2_prompt_2_onesl
http://moma.org,academia,results_llama3.2_prompt_2_onesl
http://movie-locations.com,other,results_llama3.2_prompt_2_onesl
http://movieweb.com,company,results_llama3.2_prompt_2_onesl
http://mpse.org,other,results_llama3.2_prompt_2_onesl
http://museedelaresistanceenligne.org,nw,results_llama3.2_prompt_2_onesl
http://nablus.org,other,results_llama3.2_prompt_2_onesl
http://new.liveauctioneers.com,company,results_llama3.2_prompt_2_onesl
http://newspapers.library.wales,other,results_llama3.2_prompt_2_onesl
http://olat.org,other,results_llama3.2_prompt_2_onesl
http://online.wsj.com,company,results_llama3.2_prompt_2_onesl
http://oxfordindex.oup.com,company,results_llama3.2_prompt_2_onesl
http://phoronix.com,company,results_llama3.2_prompt_2_onesl
http://planetarynames.wr.usgs.gov,govt,results_llama3.2_prompt_2_onesl
http://pubchem.ncbi.nlm.nih.gov,academia,results_llama3.2_prompt_2_onesl
http://puppet.com,company,results_llama3.2_prompt_2_onesl
http://quickfacts.census.gov,govt,results_llama3.2_prompt_2_onesl
http://ratings.fide.com,other,results_llama3.2_prompt_2_onesl
http://runeberg.org,company,results_llama3.2_prompt_2_onesl
http://sites.asiasociety.org,academia,results_llama3.2_prompt_2_onesl
http://sourceforge.net,other,results_llama3.2_prompt_2_onesl
http://spamassassin.apache.org,company,results_llama3.2_prompt_2_onesl
http://specialcollections.le.ac.uk,academia,results_llama3.2_prompt_2_onesl
http://speedskatingstats.com,other,results_llama3.2_prompt_2_onesl
http://splitsider.com,other,results_llama3.2_prompt_2_onesl
http://sports.yahoo.com,company,results_llama3.2_prompt_2_onesl
http://support.google.com,company,results_llama3.2_prompt_2_onesl
http://thebloxwichtelegraph.com,other,results_llama3.2_prompt_2_onesl
http://thedancingrest.com,other,results_llama3.2_prompt_2_onesl
http://tools.ietf.org,other,results_llama3.2_prompt_2_onesl
http://twitter.com,company,results_llama3.2_prompt_2_onesl
http://uk.soccerway.com,company,results_llama3.2_prompt_2_onesl
http://viaf.org,academia,results_llama3.2_prompt_2_onesl
http://vimeo.com,company,results_llama3.2_prompt_2_onesl
http://vocab.getty.edu,other,results_llama3.2_prompt_2_onesl
http://wbo.llgc.org.uk,nw,results_llama3.2_prompt_2_onesl
http://web.archive.org,other,results_llama3.2_prompt_2_onesl
http://welt-der-form.net,other,results_llama3.2_prompt_2_onesl
http://whc.unesco.org,govt,results_llama3.2_prompt_2_onesl
http://www.4shared.com,company,results_llama3.2_prompt_2_onesl
http://www.aada.edu,academia,results_llama3.2_prompt_2_onesl
http://www.allmusic.com,company,results_llama3.2_prompt_2_onesl
http://www.ambafrance-tr.org,govt,results_llama3.2_prompt_2_onesl
http://www.annualreviews.org,academia,results_llama3.2_prompt_2_onesl
http://www.arabianbusiness.com,company,results_llama3.2_prompt_2_onesl
http://www.archive.org,company,results_llama3.2_prompt_2_onesl
http://www.archlinux.org,company,results_llama3.2_prompt_2_onesl
http://www.artistdirect.com,company,results_llama3.2_prompt_2_onesl
http://www.artsjournal.com,company,results_llama3.2_prompt_2_onesl
http://www.audacityteam.org,company,results_llama3.2_prompt_2_onesl
http://www.badmintonlink.com,other,results_llama3.2_prompt_2_onesl
http://www.bbc.co.uk,news,results_llama3.2_prompt_2_onesl
http://www.billgladstone.ca,company,results_llama3.2_prompt_2_onesl
http://www.bindingdb.org,other,results_llama3.2_prompt_2_onesl
http://www.bizjournals.com,company,results_llama3.2_prompt_2_onesl
http://www.blackfilm.com,company,results_llama3.2_prompt_2_onesl
http://www.blakeschool.org,academia,results_llama3.2_prompt_2_onesl
http://www.blend4web.com,company,results_llama3.2_prompt_2_onesl
http://www.boxofficemojo.com,company,results_llama3.2_prompt_2_onesl
http://www.bristol.ac.uk,academia,results_llama3.2_prompt_2_onesl
http://www.britannica.com,company,results_llama3.2_prompt_2_onesl
http://www.britishlistedbuildings.co.uk,company,results_llama3.2_prompt_2_onesl
http://www.britishmuseum.org,company,results_llama3.2_prompt_2_onesl
http://www.brooklynmuseum.org,company,results_llama3.2_prompt_2_onesl
http://www.bvbinfo.com,company,results_llama3.2_prompt_2_onesl
http://www.canada.com,company,results_llama3.2_prompt_2_onesl
http://www.catholic-hierarchy.org,academia,results_llama3.2_prompt_2_onesl
http://www.cb300.com,other,results_llama3.2_prompt_2_onesl
http://www.cdbaby.com,company,results_llama3.2_prompt_2_onesl
http://www.census.gov,govt,results_llama3.2_prompt_2_onesl
http://www.ciaaw.org,company,results_llama3.2_prompt_2_onesl
http://www.cineplex.com,company,results_llama3.2_prompt_2_onesl
http://www.clsp.jhu.edu,academia,results_llama3.2_prompt_2_onesl
http://www.coolantarctica.com,other,results_llama3.2_prompt_2_onesl
http://www.crawltrack.net,other,results_llama3.2_prompt_2_onesl
http://www.crunchbase.com,company,results_llama3.2_prompt_2_onesl
http://www.culturalheritage.gov.mt,govt,results_llama3.2_prompt_2_onesl
http://www.dbnl.org,nw,results_llama3.2_prompt_2_onesl
http://www.debian.org,company,results_llama3.2_prompt_2_onesl
http://www.demotix.com,company,results_llama3.2_prompt_2_onesl
http://www.dnw.co.uk,nw,results_llama3.2_prompt_2_onesl
http://www.dubaicityguide.com,other,results_llama3.2_prompt_2_onesl
http://www.e-yearbook.com,company,results_llama3.2_prompt_2_onesl
http://www.edanhughes.com,company,results_llama3.2_prompt_2_onesl
http://www.enciclopedia-aragonesa.com,other,results_llama3.2_prompt_2_onesl
http://www.entente-ee.com,company,results_llama3.2_prompt_2_onesl
http://www.esrb.org,company,results_llama3.2_prompt_2_onesl
http://www.eurodressage.com,company,results_llama3.2_prompt_2_onesl
http://www.eurohandball.com,company,results_llama3.2_prompt_2_onesl
http://www.europarl.europa.eu,govt,results_llama3.2_prompt_2_onesl
http://www.fifthharmonyofficial.com,company,results_llama3.2_prompt_2_onesl
http://www.filmovizija.com,other,results_llama3.2_prompt_2_onesl
http://www.filmreference.com,company,results_llama3.2_prompt_2_onesl
http://www.fivb.org,govt,results_llama3.2_prompt_2_onesl
http://www.fromages-aop.com,other,results_llama3.2_prompt_2_onesl
http://www.fundacionbancosantander.com,company,results_llama3.2_prompt_2_onesl
http://www.futhead.com,company,results_llama3.2_prompt_2_onesl
http://www.gc-cup.com,nw,results_llama3.2_prompt_2_onesl
http://www.genealogy.math.ndsu.nodak.edu,academia,results_llama3.2_prompt_2_onesl
http://www.geni.com,company,results_llama3.2_prompt_2_onesl
http://www.genome.gov,govt,results_llama3.2_prompt_2_onesl
http://www.geopostcodes.com,company,results_llama3.2_prompt_2_onesl
http://www.getty.edu,govt,results_llama3.2_prompt_2_onesl
http://www.gmv.com,company,results_llama3.2_prompt_2_onesl
http://www.gracesguide.co.uk,company,results_llama3.2_prompt_2_onesl
http://www.guggenheim.org,company,results_llama3.2_prompt_2_onesl
http://www.hardcoregamer.com,company,results_llama3.2_prompt_2_onesl
http://www.henry-moore.org,academia,results_llama3.2_prompt_2_onesl
http://www.hewlett.org,company,results_llama3.2_prompt_2_onesl
http://www.historicengland.org.uk,company,results_llama3.2_prompt_2_onesl
http://www.historyofparliamentonline.org,academia,results_llama3.2_prompt_2_onesl
http://www.hmdb.ca,company,results_llama3.2_prompt_2_onesl
http://www.huffingtonpost.com,news,results_llama3.2_prompt_2_onesl
http://www.icheckmovies.com,company,results_llama3.2_prompt_2_onesl
http://www.imaginenews.com,other,results_llama3.2_prompt_2_onesl
http://www.independent.co.uk,news,results_llama3.2_prompt_2_onesl
http://www.infoplease.com,company,results_llama3.2_prompt_2_onesl
http://www.instagram.com,company,results_llama3.2_prompt_2_onesl
http://www.issf-sports.org,company,results_llama3.2_prompt_2_onesl
http://www.ittf.com,company,results_llama3.2_prompt_2_onesl
http://www.itu.int,govt,results_llama3.2_prompt_2_onesl
http://www.johnkcastle.com,company,results_llama3.2_prompt_2_onesl
http://www.journals.elsevier.com,academia,results_llama3.2_prompt_2_onesl
http://www.jrrio.com,other,results_llama3.2_prompt_2_onesl
http://www.judoinside.com,company,results_llama3.2_prompt_2_onesl
http://www.jukely.com,company,results_llama3.2_prompt_2_onesl
http://www.kde.org,company,results_llama3.2_prompt_2_onesl
http://www.khronos.org,company,results_llama3.2_prompt_2_onesl
http://www.laquadrature.net,company,results_llama3.2_prompt_2_onesl
http://www.legacy.com,company,results_llama3.2_prompt_2_onesl
http://www.leparcorama.com,other,results_llama3.2_prompt_2_onesl
http://www.leshommessansepaules.com,other,results_llama3.2_prompt_2_onesl
http://www.liferay.com,company,results_llama3.2_prompt_2_onesl
http://www.livius.org,other,results_llama3.2_prompt_2_onesl
http://www.lulu.com,company,results_llama3.2_prompt_2_onesl
http://www.lynnnews.co.uk,news,results_llama3.2_prompt_2_onesl
http://www.mba.ac.uk,academia,results_llama3.2_prompt_2_onesl
http://www.metalstorm.net,company,results_llama3.2_prompt_2_onesl
http://www.metmuseum.org,academia,results_llama3.2_prompt_2_onesl
http://www.microsofttranslator.com,company,results_llama3.2_prompt_2_onesl
http://www.moma.org,academia,results_llama3.2_prompt_2_onesl
http://www.mozilla.org,company,results_llama3.2_prompt_2_onesl
http://www.mundoplus.tv,company,results_llama3.2_prompt_2_onesl
http://www.nationalgallery.org.uk,academia,results_llama3.2_prompt_2_onesl
http://www.nationaltrustcollections.org.uk,company,results_llama3.2_prompt_2_onesl
http://www.ncbi.nlm.nih.gov,academia,results_llama3.2_prompt_2_onesl
http://www.newyorker.com,news,results_llama3.2_prompt_2_onesl
http://www.nfl.com,company,results_llama3.2_prompt_2_onesl
http://www.nga.gov,govt,results_llama3.2_prompt_2_onesl
http://www.nme.com,company,results_llama3.2_prompt_2_onesl
http://www.nndb.com,other,results_llama3.2_prompt_2_onesl
http://www.nndc.bnl.gov,govt,results_llama3.2_prompt_2_onesl
http://www.nytimes.com,news,results_llama3.2_prompt_2_onesl
http://www.ofcom.org.uk,govt,results_llama3.2_prompt_2_onesl
http://www.opensubtitles.org,company,results_llama3.2_prompt_2_onesl
http://www.openvas.org,company,results_llama3.2_prompt_2_onesl
http://www.oxfordmusiconline.com,company,results_llama3.2_prompt_2_onesl
http://www.pafa.org,company,results_llama3.2_prompt_2_onesl
http://www.parlement.com,other,results_llama3.2_prompt_2_onesl
http://www.pastscape.org.uk,other,results_llama3.2_prompt_2_onesl
http://www.phillipscollection.org,company,results_llama3.2_prompt_2_onesl
http://www.planetehockey.com,company,results_llama3.2_prompt_2_onesl
http://www.poetsgraves.co.uk,other,results_llama3.2_prompt_2_onesl
http://www.procyclingstats.com,company,results_llama3.2_prompt_2_onesl
http://www.profilecanada.com,company,results_llama3.2_prompt_2_onesl
http://www.progarchives.com,company,results_llama3.2_prompt_2_onesl
http://www.pulitzer.org,govt,results_llama3.2_prompt_2_onesl
http://www.rada.ac.uk,academia,results_llama3.2_prompt_2_onesl
http://www.redmine.org,company,results_llama3.2_prompt_2_onesl
http://www.redorbit.com,company,results_llama3.2_prompt_2_onesl
http://www.reunamedia.com,company,results_llama3.2_prompt_2_onesl
http://www.rhapsody.com,company,results_llama3.2_prompt_2_onesl
http://www.rio2016.com,other,results_llama3.2_prompt_2_onesl
http://www.royalcollection.org.uk,govt,results_llama3.2_prompt_2_onesl
http://www.salvador-dali.org,other,results_llama3.2_prompt_2_onesl
http://www.salzburg.com,company,results_llama3.2_prompt_2_onesl
http://www.scottisharchitects.org.uk,company,results_llama3.2_prompt_2_onesl
http://www.siteducyclisme.net,other,results_llama3.2_prompt_2_onesl
http://www.sothebys.com,company,results_llama3.2_prompt_2_onesl
http://www.speedskatingbase.eu,company,results_llama3.2_prompt_2_onesl
http://www.sports-reference.com,company,results_llama3.2_prompt_2_onesl
http://www.stoa.org,nw,results_llama3.2_prompt_2_onesl
http://www.sufyanismail.com,sp_source,results_llama3.2_prompt_2_onesl
http://www.telegraph.co.uk,news,results_llama3.2_prompt_2_onesl
http://www.thecalmzone.net,other,results_llama3.2_prompt_2_onesl
http://www.thegazette.co.uk,company,results_llama3.2_prompt_2_onesl
http://www.thestar.com,news,results_llama3.2_prompt_2_onesl
http://www.thetalentmanager.co.uk,company,results_llama3.2_prompt_2_onesl
http://www.thetelegraphandargus.co.uk,company,results_llama3.2_prompt_2_onesl
http://www.thnk.org,nw,results_llama3.2_prompt_2_onesl
http://www.transsiberianexpress.net,company,results_llama3.2_prompt_2_onesl
http://www.unece.org,govt,results_llama3.2_prompt_2_onesl
http://www.unesco.org,govt,results_llama3.2_prompt_2_onesl
http://www.valpo.edu,academia,results_llama3.2_prompt_2_onesl
http://www.vanitatis.elconfidencial.com,company,results_llama3.2_prompt_2_onesl
http://www.viaf.org,academia,results_llama3.2_prompt_2_onesl
http://www.virtualbox.org,other,results_llama3.2_prompt_2_onesl
http://www.washingtonpost.com,news,results_llama3.2_prompt_2_onesl
http://www.webcitation.org,other,results_llama3.2_prompt_2_onesl
http://www.who.int,govt,results_llama3.2_prompt_2_onesl
http://www.wireshark.org,company,results_llama3.2_prompt_2_onesl
http://www.xkcd.com,company,results_llama3.2_prompt_2_onesl
http://www.yenihayatgazetesi.com,company,results_llama3.2_prompt_2_onesl
http://www.yesasia.com,company,results_llama3.2_prompt_2_onesl
http://www12.statcan.ca,govt,results_llama3.2_prompt_2_onesl
http://www2.census.gov,govt,results_llama3.2_prompt_2_onesl
http://yba.llgc.org.uk,nw,results_llama3.2_prompt_2_onesl
http://yum.baseurl.org,other,results_llama3.2_prompt_2_onesl
http://zenekucko.ucoz.com,nw,results_llama3.2_prompt_2_onesl
http://8tracks.com,company,results_llama3.2_1
http://addons.mozilla.org,company,results_llama3.2_1
http://akas.imdb.com,company,results_llama3.2_1
http://americanart.si.edu,company,results_llama3.2_1
http://archive.org,other,results_llama3.2_1
http://art.famsf.org,company,results_llama3.2_1
http://backuppc.cvs.sourceforge.net,sp_source,results_llama3.2_1
http://bbti.bodleian.ox.ac.uk,academia,results_llama3.2_1
http://blog.mathieui.net,company,results_llama3.2_1
http://blog.torproject.org,sp_source,results_llama3.2_1
http://blogs.windows.com,company,results_llama3.2_1
http://books.google.co.uk,company,results_llama3.2_1
http://brightlightsfilm.com,company,results_llama3.2_1
http://bse.sci-lib.com,sp_source,results_llama3.2_1
http://chem.nlm.nih.gov,govt,results_llama3.2_1
http://classify.oclc.org,company,results_llama3.2_1
http://collection.cooperhewitt.org,academia,results_llama3.2_1
http://collections.artsmia.org,company,results_llama3.2_1
http://collections.britishart.yale.edu,company,results_llama3.2_1
http://collections.lacma.org,company,results_llama3.2_1
http://commons.wikimedia.org,company,results_llama3.2_1
http://daccess-ods.un.org,govt,results_llama3.2_1
http://dirigeant.societe.com,company,results_llama3.2_1
http://download.gnome.org,company,results_llama3.2_1
http://ekladata.com,company,results_llama3.2_1
http://electronicintifada.net,sp_source,results_llama3.2_1
http://en.mediamass.net,other,results_llama3.2_1
http://en.wikisource.org,academia,results_llama3.2_1
http://eprints.lancs.ac.uk,academia,results_llama3.2_1
http://equipboard.com,company,results_llama3.2_1
http://europeana.eu,company,results_llama3.2_1
http://factfinder.census.gov,govt,results_llama3.2_1
http://fdrmx.com,nw,results_llama3.2_1
http://fedoraproject.org,company,results_llama3.2_1
http://feed.snapdo.com,nw,results_llama3.2_1
http://ffilms.org,company,results_llama3.2_1
http://fie.org,nw,results_llama3.2_1
http://figshare.com,company,results_llama3.2_1
http://firstcycling.com,sp_source,results_llama3.2_1
http://flickfacts.com,other,results_llama3.2_1
http://flymotorsich.com,company,results_llama3.2_1
http://fmg.ac,company,results_llama3.2_1
http://forums.comodo.com,company,results_llama3.2_1
http://freemind.sourceforge.net,company,results_llama3.2_1
http://ftp.debian-ports.org,company,results_llama3.2_1
http://genealogy.az.gov,govt,results_llama3.2_1
http://geonames.usgs.gov,govt,results_llama3.2_1
http://github.com,company,results_llama3.2_1
http://groups.google.com,sp_source,results_llama3.2_1
http://hansard.millbanksystems.com,company,results_llama3.2_1
http://homepage.usask.ca,academia,results_llama3.2_1
http://iba-world.com,company,results_llama3.2_1
http://id.loc.gov,govt,results_llama3.2_1
http://identifiers.org,other,results_llama3.2_1
http://independentlibraries.co.uk,company,results_llama3.2_1
http://instagram.com,company,results_llama3.2_1
http://itunes.apple.com,company,results_llama3.2_1
http://killiefc.com,company,results_llama3.2_1
http://lawandorder.wikia.com,sp_source,results_llama3.2_1
http://leonocusto.blog66.fc2.com,sp_source,results_llama3.2_1
http://library.la84.org,company,results_llama3.2_1
http://library.leeds.ac.uk,academia,results_llama3.2_1
http://lists.alioth.debian.org,sp_source,results_llama3.2_1
http://lists.claws-mail.org,sp_source,results_llama3.2_1
http://lists.freebsd.org,sp_source,results_llama3.2_1
http://lists.netfilter.org,sp_source,results_llama3.2_1
http://lists.nongnu.org,sp_source,results_llama3.2_1
http://lists.torproject.org,sp_source,results_llama3.2_1
http://m.timesofindia.com,news,results_llama3.2_1
http://mail-archives.apache.org,company,results_llama3.2_1
http://moma.org,company,results_llama3.2_1
http://movie-locations.com,company,results_llama3.2_1
http://movieweb.com,company,results_llama3.2_1
http://mpse.org,other,results_llama3.2_1
http://museedelaresistanceenligne.org,sp_source,results_llama3.2_1
http://nablus.org,sp_source,results_llama3.2_1
http://new.liveauctioneers.com,company,results_llama3.2_1
http://newspapers.library.wales,govt,results_llama3.2_1
http://olat.org,sp_source,results_llama3.2_1
http://online.wsj.com,news,results_llama3.2_1
http://oxfordindex.oup.com,company,results_llama3.2_1
http://phoronix.com,company,results_llama3.2_1
http://planetarynames.wr.usgs.gov,govt,results_llama3.2_1
http://pubchem.ncbi.nlm.nih.gov,company,results_llama3.2_1
http://puppet.com,company,results_llama3.2_1
http://quickfacts.census.gov,govt,results_llama3.2_1
http://ratings.fide.com,other,results_llama3.2_1
http://runeberg.org,other,results_llama3.2_1
http://sites.asiasociety.org,company,results_llama3.2_1
http://sourceforge.net,company,results_llama3.2_1
http://spamassassin.apache.org,company,results_llama3.2_1
http://specialcollections.le.ac.uk,academia,results_llama3.2_1
http://speedskatingstats.com,company,results_llama3.2_1
http://splitsider.com,sp_source,results_llama3.2_1
http://sports.yahoo.com,news,results_llama3.2_1
http://support.google.com,company,results_llama3.2_1
http://thebloxwichtelegraph.com,company,results_llama3.2_1
http://thedancingrest.com,nw,results_llama3.2_1
http://tools.ietf.org,academia,results_llama3.2_1
http://twitter.com,company,results_llama3.2_1
http://uk.soccerway.com,company,results_llama3.2_1
http://viaf.org,academia,results_llama3.2_1
http://vimeo.com,company,results_llama3.2_1
http://vocab.getty.edu,other,results_llama3.2_1
http://wbo.llgc.org.uk,sp_source,results_llama3.2_1
http://web.archive.org,other,results_llama3.2_1
http://welt-der-form.net,company,results_llama3.2_1
http://whc.unesco.org,govt,results_llama3.2_1
http://www.4shared.com,company,results_llama3.2_1
http://www.aada.edu,academia,results_llama3.2_1
http://www.allmusic.com,company,results_llama3.2_1
http://www.ambafrance-tr.org,sp_source,results_llama3.2_1
http://www.annualreviews.org,academia,results_llama3.2_1
http://www.arabianbusiness.com,news,results_llama3.2_1
http://www.archive.org,company,results_llama3.2_1
http://www.archlinux.org,company,results_llama3.2_1
http://www.artistdirect.com,company,results_llama3.2_1
http://www.artsjournal.com,company,results_llama3.2_1
http://www.audacityteam.org,sp_source,results_llama3.2_1
http://www.badmintonlink.com,company,results_llama3.2_1
http://www.bbc.co.uk,company,results_llama3.2_1
http://www.billgladstone.ca,company,results_llama3.2_1
http://www.bindingdb.org,company,results_llama3.2_1
http://www.bizjournals.com,company,results_llama3.2_1
http://www.blackfilm.com,company,results_llama3.2_1
http://www.blakeschool.org,company,results_llama3.2_1
http://www.blend4web.com,company,results_llama3.2_1
http://www.boxofficemojo.com,company,results_llama3.2_1
http://www.bristol.ac.uk,academia,results_llama3.2_1
http://www.britannica.com,company,results_llama3.2_1
http://www.britishlistedbuildings.co.uk,company,results_llama3.2_1
http://www.britishmuseum.org,company,results_llama3.2_1
http://www.brooklynmuseum.org,company,results_llama3.2_1
http://www.bvbinfo.com,company,results_llama3.2_1
http://www.canada.com,news,results_llama3.2_1
http://www.catholic-hierarchy.org,sp_source,results_llama3.2_1
http://www.cb300.com,company,results_llama3.2_1
http://www.cdbaby.com,company,results_llama3.2_1
http://www.census.gov,govt,results_llama3.2_1
http://www.ciaaw.org,sp_source,results_llama3.2_1
http://www.cineplex.com,company,results_llama3.2_1
http://www.clsp.jhu.edu,academia,results_llama3.2_1
http://www.coolantarctica.com,sp_source,results_llama3.2_1
http://www.crawltrack.net,company,results_llama3.2_1
http://www.crunchbase.com,company,results_llama3.2_1
http://www.culturalheritage.gov.mt,govt,results_llama3.2_1
http://www.dbnl.org,company,results_llama3.2_1
http://www.debian.org,company,results_llama3.2_1
http://www.demotix.com,sp_source,results_llama3.2_1
http://www.dnw.co.uk,company,results_llama3.2_1
http://www.dubaicityguide.com,company,results_llama3.2_1
http://www.e-yearbook.com,company,results_llama3.2_1
http://www.edanhughes.com,company,results_llama3.2_1
http://www.enciclopedia-aragonesa.com,other,results_llama3.2_1
http://www.entente-ee.com,company,results_llama3.2_1
http://www.esrb.org,company,results_llama3.2_1
http://www.eurodressage.com,company,results_llama3.2_1
http://www.eurohandball.com,company,results_llama3.2_1
http://www.europarl.europa.eu,govt,results_llama3.2_1
http://www.fifthharmonyofficial.com,company,results_llama3.2_1
http://www.filmovizija.com,company,results_llama3.2_1
http://www.filmreference.com,company,results_llama3.2_1
http://www.fivb.org,company,results_llama3.2_1
http://www.fromages-aop.com,company,results_llama3.2_1
http://www.fundacionbancosantander.com,company,results_llama3.2_1
http://www.futhead.com,company,results_llama3.2_1
http://www.gc-cup.com,company,results_llama3.2_1
http://www.genealogy.math.ndsu.nodak.edu,academia,results_llama3.2_1
http://www.geni.com,company,results_llama3.2_1
http://www.genome.gov,govt,results_llama3.2_1
http://www.geopostcodes.com,company,results_llama3.2_1
http://www.getty.edu,company,results_llama3.2_1
http://www.gmv.com,company,results_llama3.2_1
http://www.gracesguide.co.uk,company,results_llama3.2_1
http://www.guggenheim.org,company,results_llama3.2_1
http://www.hardcoregamer.com,company,results_llama3.2_1
http://www.henry-moore.org,company,results_llama3.2_1
http://www.hewlett.org,company,results_llama3.2_1
http://www.historicengland.org.uk,company,results_llama3.2_1
http://www.historyofparliamentonline.org,company,results_llama3.2_1
http://www.hmdb.ca,company,results_llama3.2_1
http://www.huffingtonpost.com,news,results_llama3.2_1
http://www.icheckmovies.com,company,results_llama3.2_1
http://www.imaginenews.com,company,results_llama3.2_1
http://www.independent.co.uk,news,results_llama3.2_1
http://www.infoplease.com,company,results_llama3.2_1
http://www.instagram.com,company,results_llama3.2_1
http://www.issf-sports.org,company,results_llama3.2_1
http://www.ittf.com,company,results_llama3.2_1
http://www.itu.int,govt,results_llama3.2_1
http://www.johnkcastle.com,company,results_llama3.2_1
http://www.journals.elsevier.com,company,results_llama3.2_1
